KEGG,HSM5FZBJ,MSM5FZ9X,CSM5FZ3N,ESM5MEDZ,MSM5FZA2,MSM5LLHZ,HSM5FZBQ,MSM5LLIC,MSM5LLIG,CSM5FZ3T,MSM5LLFG,MSM5LLFK,ESM5MEEG,MSM5LLIS,CSM5FZ48,CSM5FZ4C,CSM5FZ4A,HSM5MD4S,CSM5FZ4O,MSM5LLIK,MSM5LLDS,CSM5MCTZ,MSM5LLFO,HSM5MD86,HSM5MD7W,ESM5MEEB,MSM5LLGH,ESM5GEZ6,MSM5LLGR,HSM5MD7Z,HSM5MD4W,MSM5LLHQ,HSM5MD8A,CSM5FZ44,MSM5LLEH,HSM5MD82,CSM5FZ4K,CSM5MCUU,CSM5MCU4,HSM5MD5K,MSM5LLH8,HSM5MD87,CSM5MCVH,MSM5LLHM,CSM5MCUC,CSM5MCVV,HSM5MD4Q,HSM5MD4A,HSM5MD51,MSM5LLEN,MSM6J2H9,CSM5MCUM,HSM5MD3L,CSM5MCWK,HSM5MD8H,ESM5MEBE,MSM6J2IQ,MSM6J2JF,HSM5MD62,HSM5MD5D,ESM5MEDN,HSM5MD8B,CSM5MCW4,CSM5MCVN,MSM5LLF4,HSM5MD4O,ESM5MEBU,HSM5MD43,MSM6J2HF,CSM5MCXF,MSM6J2JH,HSM5MD7J,MSM6J2IG,MSM5LLDA,CSM5MCXB,MSM6J2J5,HSM5MD5Z,CSM5MCXL,CSM5MCWE,HSM5MD7H,HSM5MD5P,MSM6J2KE,CSM5MCY8,CSM5MCYU,ESM5MEB9,CSM5MCYK,HSM6XRQC,CSM5MCX3,HSM6XRQB,MSM6J2K6,HSM5MD6A,HSM5MD3Y,HSM5MD7O,CSM5MCXZ,HSM5MD6K,HSM6XRQE,CSM67U9T,CSM67U9V,CSM67U9X,CSM67UA2,MSM6J2HT,HSM5MD73,ESM5MEDD,CSM5MCZF,HSM6XRSN,MSM6J2JR,CSM5MCYO,PSM6XBQM,HSM6XRSZ,HSM6XRTC,HSM5MD41,MSM6J2J1,MSM6J2OH,CSM5MCZ3,HSM67VDX,CSM67UAA,CSM67UBH,ESM5MEBG,MSM6J2LL,HSM5MD6U,MSM6J2Q3,ESM5MEC5,CSM67U9P,HSM5MD79,HSM67VCZ,MSM6J2R2,ESM718V8,MSM6J2LT,HSM6XRSG,CSM67UBZ,MSM6J2Q1,PSM6XBRK,HSM6XRQW,HSM67VDR,ESM718UH,MSM6J2PE,HSM6XRQM,CSM67UCK,HSM6XRRJ,HSM6XRRV,CSM67UH7,HSM6XRS8,CSM67UAQ,CSM67UB1,CSM67UDN,CSM67UFZ,CSM79HG4,HSM67VEE,CSM67UBB,CSM67UEA,CSM67UEW,MSM6J2QP,HSM6XRTM,HSM6XRRD,HSM67VES,CSM67UBN,HSM67VGA,MSM6J2RO,PSM6XBQY,CSM79HGP,MSM6J2LB,CSM79HHO,HSM67VI5,HSM67VD6,ESM5MECL,MSM6J2R8,PSM6XBSI,CSM67UGO,PSM6XBSE,MSM6J2MB,MSM6J2SE,HSM67VF3,MSM6J2PO,PSM6XBS6,HSM67VFZ,CSM79HJM,CSM79HGH,CSM79HJE,ESM718TM,HSM6XRTQ,MSM6J2NA,MSM6J2QZ,CSM67UF5,MSM6J2M3,HSM67VHU,MSM6J2PM,HSM6XRV2,HSM6XRQ8,HSM67VFR,CSM79HLA,CSM79HH8,PSM6XBT3,MSM6J2OP,CSM79HJ6,CSM79HIT,ESM7F5AK,HSM67VEA,HSM7CYZT,MSM79H52,HSM6XRVC,CSM79HJI,CSM67UEI,HSM67VHF,CSM79HJG,ESM718SY,CSM79HLM,HSM67VG6,HSM6XRVO,HSM7CYZ7,CSM79HIJ,CSM79HMN,CSM79HMZ,CSM79HI7,CSM79HKB,HSM7CYZJ,MSM6J2MH,HSM67VHM,CSM79HKR,CSM79HGZ,HSM67VGG,PSM6XBSS,PSM6XBVM,PSM6XBSK,CSM79HKZ,MSM6J2PU,MSM79H63,HSM7CYX2,ESM718TF,CSM79HJS,HSM7CZ1T,CSM79HK1,CSM79HOJ,MSM79H5G,PSM6XBTF,MSM79H5Q,CSM79HPA,HSM7CYYF,MSM79H6F,CSM79HIB,HSM6XRVK,CSM79HN6,HSM7CYY3,PSM6XBUG,PSM7J19B,HSM7CZ32,HSM7CYXA,HSM7CZ14,PSM7J1A2,HSM7J4Q3,HSM7J4PE,CSM79HPS,HSM7J4QB,HSM6XRVW,CSM79HP4,HSM7J4HC,HSM7CZ3G,MSM79HDA,CSM7KOLK,CSM79HRG,PSM7J1CK,MSM79HC8,PSM7J177,HSM7CZ2P,HSM7CZ38,PSM7J1AU,CSM7KOKN,CSM7KONA,HSM7J4I3,PSM7J1CC,PSM7J1BN,MSM79HAJ,HSM7J4G1,CSM7KOKB,HSM7CYYZ,MSM79HEY,PSM7J19J,CSM79HR6,CSM7KOLA,HSM7J4HO,CSM7KONS,CSM79HQL,CSM7KOLY,HSM7J4R2,HSM7J4PW,CSM7KOMB,MSM79H9Q,CSM7KONC,CSM7KOJO,ESM9IEP5,MSM79HDQ,HSM7J4LD,MSM79HD6,CSM7KOOH,PSM7J1BF,CSM7KON2,MSM79HDE,PSM6XBUO,HSM7J4GR,PSM7J19V,MSM79HA3,HSM7J4MS,HSM67VH1,CSM7KOKZ,MSM79HCR,HSM7CYYB,CSM79HQR,HSM7J4QJ,CSM7KOPS,CSM7KOMT,PSM7J17X,HSM7J4M4,PSM7J17L,HSM7J4LP,HSM7J4HS,CSM7KOLE,CSM7KOP8,MSM79H9G,CSM7KOOV,ESM9IEP1,PSM7J1DH,MSM79HAN,HSM7J4J7,CSM7KOQZ,CSM7KOPI,MSM79HAH,MSM79H6Y,HSM7J4I7,PSM7J188,HSM7J4MK,PSM7J17F,HSM7J4IU,MSM79H7Q,PSM7J193,CSM7KOO9,PSM7J12J,HSM7J4JZ,CSM7KON8,HSM7J4IC,MSM9VZFJ,CSM7KOSV,CSM7KOPC,HSM7J4JT,MSM79H8D,HSM7J4QT,HSM7J4MY,HSM7J4L9,MSM9VZEK,CSM7KONK,MSM79H85,MSM9VZF7,CSM79HQN,MSM79H94,PSM7J12V,HSM7J4KC,PSM7J1CU,MSM9VZEW,HSM7J4NE,HSM7J4KQ,PSM7J136,CSM7KOPE,MSM79HB6,HSM7J4LN,CSM7KORU,CSM7KOQ1,CSM7KOOR,MSM9VZMM,CSM7KOQ7,HSM7J4IS,MSM9VZGO,MSM79H7Y,HSM7J4O1,HSM7J4N4,HSM7J4JF,HSM7J4ME,CSM7KOPQ,MSM79H7M,CSM7KOQ3,CSM7KOR8,HSM7J4JV,MSM9VZM4,HSM7J4OZ,CSM7KOSP,MSM79H8J,PSM7J158,HSM7J4O3,CSM7KOU9,PSM7J14X,CSM7KORK,MSM9VZFR,HSM7J4OE,PSM7J15M,PSM7J14L,HSM7J4K8,CSM7KOUL,PSM7J12R,CSMA9J65,MSM9VZLP,MSM9VZES,PSM7J12F,MSM79H7G,HSM7J4KK,HSM7J4JW,PSM7J13E,PSM7J141,PSM7J16Y,HSM7J4NU,HSMA33NW,HSM7J4NA,HSMA33MZ,MSM9VZNL,MSM9VZME,MSM9VZOI,CSM9X1XW,HSMA33O1,MSM9VZMU,PSM7J134,MSM9VZLJ,PSM7J161,CSM9X1Y5,CSM7KOUF,HSM7J4OT,MSM9VZNX,CSM7KOTU,CSM7KOTK,CSM7KOOF,MSM9VZPL,CSMAG78W,HSMA33OR,PSMA2651,MSM9VZPV,HSMA33NQ,MSM9VZLV,MSM9VZOU,CSM7KOUR,HSMA33NY,PSM7J156,HSMA33NG,MSM9VZJZ,PSM7J14T,PSM7J15U,PSMA264Q,CSMAIG7X,HSMA33O5,MSM9VZOO,CSM9X1YV,PSMA265X,CSM9X21B,MSM9VZL9,PSM7J167,MSM9VZKE,PSMA265N,HSMA33JB,CSM9X213,HSMA33K2,HSMA33JP,MSM9VZHB,PSMA266I,HSMA33J5,MSM9VZIM,MSMA267V,HSMA33OZ,MSM9VZP3,PSMA263W,HSMA33LL,MSM9VZHX,HSMA33OJ,MSM9VZJ3,MSM9VZIQ,MSMA26AL,PSMA265T,MSM9VZHF,HSMA33JH,HSMA33J9,PSMA265H,CSM9X211,PSMA267J,MSMA26DG,MSMA26EJ,PSMA266C,MSMA26AZ,PSMA2646,MSM9VZHR,MSMA26BB,CSM9X21J,PSMA266Q,MSM9VZH1,HSMA33KM,CSM9X22G,CSM9X1ZC,MSMA26DO,HSMA33L1,MSMA26ET,PSMA267B,PSMA2675,HSMA33MI,HSMA33LV,MSMA26BR,MSMA26CX,MSM9VZI6,PSMA267P,CSM9X21P,PSMA269I,HSMA33PP,HSMA33PZ,MSM5LLDI,PSMA269W,HSMA33IY,CSM9X22Q,MSMAPC7J,CSM9X22U,MSMAPC5F,HSMA33QO,MSMAPC7T,MSMAPC62,PSMA269E,PSMA26AJ,MSMAPC6K,MSMAPC6G,CSM9X237,HSMA33R7,HSMA33Q6,PSMA26A3,HSMA33M8,HSMA33R9,CSM9X23B,MSMB4LXY,PSMB4MBK,CSM9X23L,PSMB4MBQ,MSMB4LXW,MSMAPC5D,CSM9X23P,HSMA33SG,MSMB4LZ4,MSMB4LZX,MSMAPC7D,MSMB4LZC,MSMB4LZR,MSMB4LZ8,HSMA33SK,MSMB4LYH,PSMB4MC5,HSMA33RX,HSMA33RL,MSMB4LYB,MSMB4LZK
C00019,1600731.0,2949275.0,116835.0,3779457.0,1618099.0,561612.0,1227990.0,2509449.0,5806883.0,746032.0,0.0,13175907.0,0.0,5404361.0,1873926.0,1941410.0,0.0,0.0,0.0,0.0,1593880.0,629378.0,1019692.0,268490.0,2982692.0,1898834.0,1005989.0,5655916.0,0.0,0.0,3839085.0,317782.0,0.0,0.0,0.0,194584.0,263829.0,2130831.0,0.0,17302932.0,1106055.0,2177963.0,0.0,0.0,0.0,0.0,0.0,0.0,571703.0,0.0,5181410.0,0.0,1210123.0,0.0,0.0,365108.0,2566015.0,346261.0,0.0,0.0,0.0,873290.0,0.0,0.0,966041.0,1902021.0,1181214.0,1115978.0,10005879.0,1726119.0,1166752.0,6709403.0,0.0,964102.0,0.0,1010723.0,758006.0,0.0,13341937.0,4435584.0,1122535.0,0.0,0.0,1801853.0,935641.0,0.0,0.0,724395.0,0.0,387989.0,0.0,3103998.0,1642265.0,0.0,1977997.0,2415153.0,484094.0,0.0,441409.0,0.0,2232562.0,4252043.0,50792.0,0.0,942531.0,0.0,833020.0,552657.0,0.0,839240.0,0.0,2666704.0,8978524.0,0.0,0.0,0.0,2939574.0,1382130.0,0.0,0.0,0.0,876655.0,0.0,680783.0,0.0,1132247.0,2647850.0,109809.0,1000094.0,308073.0,1690961.0,2315823.0,3450304.0,0.0,4388222.0,0.0,0.0,0.0,9755100.0,5734438.0,520908.0,0.0,1755875.0,0.0,738953.0,0.0,655740.0,4290573.0,89868.0,1482858.0,0.0,0.0,13107932.0,2156888.0,0.0,6415706.0,1411811.0,806817.0,0.0,859664.0,1479385.0,159582.0,0.0,0.0,2344989.0,1898598.0,0.0,0.0,19312063.0,0.0,1648830.0,0.0,672598.0,9208078.0,0.0,217823.0,0.0,3229454.0,4696809.0,3688501.0,0.0,3275970.0,0.0,2255257.0,190310.0,0.0,14512201.0,12043645.0,1267926.0,0.0,0.0,430137.0,5330813.0,1532908.0,0.0,2858157.0,1302981.0,0.0,0.0,3599967.0,10360054.0,0.0,0.0,551747.0,0.0,1952302.0,0.0,0.0,6863977.0,0.0,445556.0,0.0,685940.0,0.0,0.0,593794.0,1732198.0,0.0,335247.0,0.0,406581.0,0.0,4015233.0,692837.0,290205.0,0.0,12256561.0,12796761.0,3460086.0,1052085.0,0.0,0.0,1266562.0,13767114.0,0.0,6390989.0,1531662.0,386413.0,0.0,3859036.0,0.0,0.0,1743728.0,0.0,3868241.0,5827895.0,0.0,133422.0,0.0,3990446.0,0.0,5833318.0,0.0,7518270.0,0.0,0.0,0.0,203188.0,0.0,5484239.0,1008975.0,11761295.0,0.0,771286.0,916169.0,1910593.0,903088.0,368712.0,0.0,2060580.0,266207.0,0.0,11601893.0,1227251.0,6069970.0,0.0,1549199.0,0.0,8046417.0,20362695.0,140716.0,800420.0,3581987.0,0.0,35474611.0,415680.0,2098265.0,0.0,150228.0,0.0,0.0,0.0,0.0,801788.0,170240.0,1765982.0,178086.0,1694324.0,3051960.0,167839.0,0.0,4594878.0,238738.0,1279475.0,0.0,0.0,6610067.0,8809498.0,0.0,381986.0,1540165.0,0.0,0.0,3405125.0,0.0,1783443.0,0.0,0.0,0.0,5952667.0,0.0,5204016.0,0.0,0.0,1241196.0,669978.0,0.0,0.0,0.0,0.0,0.0,952462.0,452899.0,825812.0,0.0,11366561.0,0.0,0.0,0.0,530746.0,0.0,770527.0,0.0,4836769.0,1344263.0,0.0,0.0,3848646.0,4757614.0,0.0,368677.0,530899.0,4194915.0,0.0,3515546.0,2062801.0,154494.0,1487219.0,0.0,0.0,0.0,0.0,0.0,29002804.0,1552155.0,1073676.0,0.0,454591.0,483385.0,230649.0,0.0,0.0,0.0,955893.0,359833.0,1463366.0,0.0,0.0,0.0,1074372.0,2430967.0,8301778.0,0.0,0.0,0.0,0.0,3063232.0,0.0,0.0,0.0,0.0,0.0,1380066.0,126761.0,0.0,244693.0,0.0,0.0,0.0,507772.0,0.0,311396.0,1415243.0,2908400.0,0.0,0.0,0.0,0.0,0.0,179380.0,793425.0,0.0,1189742.0,0.0,5319110.0,0.0,0.0,0.0,1472099.0,0.0,0.0,2298511.0,245574.0,198977.0,0.0,8266669.0,1204634.0,859352.0,11394942.0,0.0,0.0,549069.0,1419937.0,80279.0,2264368.0,1012173.0,2788457.0,3303971.0,2076360.0,1005356.0,1244736.0,1422874.0,0.0,662123.0,251718.0,5370988.0,0.0,9830877.0,0.0,0.0,0.0,0.0,298070.0,483374.0,0.0,0.0,248752.0,4423505.0,6071867.0,3299144.0,13513834.0,3429996.0,0.0,1241912.0,11786614.0,2379713.0,18818194.0,2150779.0,762612.0,0.0,0.0,0.0,58148.0,307935.0,0.0,3025058.0,3752358.0,3461410.0,0.0,1495499.0,7217103.0,5958925.0,4048914.0,2477103.0,454330.0,102892.0,1609035.0,0.0,0.0,29533474.0,1419676.0,0.0,4622457.0,1118909.0,8016553.0,3639071.0,0.0,26636549.0,8032322.0,1639497.0,2570236.0,223973.0,1678950.0,749550.0,1881834.0,2745900.0,0.0,0.0,0.0,216118.0,685697.0,562203.0,1027609.0,0.0,0.0,3922949.0,4365276.0,9860324.0,0.0,6824507.0,212754.0,1063757.0,2812088.0,1863850.0,0.0,6288925.0,1503381.0,0.0,151017.0,5881388.0,3140844.0,2468456.0,202587.0,9188929.0,2929726.0,0.0,127594.0,3457053.0,8501857.0,77087.0,1047504.0,8345675.0,0.0,0.0,10677651.0,2871732.0
C00025,1218912.0,680445.0,257862.0,210771.0,261674.0,175850.0,301579.0,1480287.0,279381.0,298455.0,190107.0,816699.0,287514.0,283816.0,709263.0,866860.0,339329.0,722709.0,339380.0,96199.0,388050.0,537545.0,104795.0,3591145.0,340335.0,382133.0,368743.0,433292.0,118072.0,478118.0,663428.0,124892.0,259979.0,181288.0,1576016.0,735121.0,70919.0,697094.0,282645.0,360109.0,310773.0,513695.0,2516408.0,952709.0,120936.0,87171.0,368490.0,337973.0,203332.0,768249.0,258727.0,818013.0,2183167.0,1581519.0,391075.0,168653.0,339886.0,169367.0,155278.0,329580.0,66209.0,1863943.0,185799.0,106328.0,946552.0,703126.0,554413.0,547306.0,230872.0,328547.0,455040.0,277332.0,259809.0,617625.0,298477.0,1136225.0,562623.0,278046.0,9713729.0,381948.0,623115.0,392937.0,490630.0,547603.0,608485.0,515136.0,939238.0,380124.0,1211578.0,272852.0,921748.0,612017.0,3583421.0,341102.0,1334082.0,1005397.0,213387.0,452134.0,369542.0,367988.0,477090.0,279271.0,285411.0,336292.0,369131.0,85956.0,873546.0,179404.0,206696.0,807617.0,400433.0,459375.0,424830.0,139593.0,63393.0,768299.0,178059.0,623908.0,3677844.0,394946.0,240989.0,373119.0,633408.0,443616.0,257298.0,168107.0,210738.0,347933.0,3657817.0,183142.0,575806.0,973844.0,2002491.0,107018.0,1122498.0,566784.0,200083.0,618069.0,457804.0,554722.0,2643689.0,1784211.0,220962.0,241098.0,558012.0,436596.0,375694.0,515186.0,341957.0,1557358.0,1582353.0,1705759.0,750173.0,266037.0,260094.0,248238.0,988057.0,393173.0,297627.0,378387.0,780297.0,180405.0,151562.0,192102.0,306819.0,461243.0,434525.0,189766.0,565684.0,552667.0,415173.0,192449.0,1108444.0,503316.0,373214.0,875503.0,476261.0,258108.0,272205.0,1744676.0,835380.0,615101.0,177802.0,316801.0,521221.0,293566.0,281123.0,992559.0,992072.0,61844.0,195280.0,413265.0,500114.0,568914.0,1995307.0,717087.0,211783.0,460243.0,71210.0,1003474.0,4596964.0,237748.0,276339.0,424488.0,301242.0,314454.0,462377.0,390599.0,4388246.0,227219.0,624702.0,204885.0,803779.0,281047.0,462883.0,665067.0,748937.0,572146.0,508646.0,1571651.0,358117.0,122333.0,257506.0,93786.0,1382325.0,344375.0,214166.0,575830.0,897530.0,205523.0,190811.0,346326.0,1143716.0,443359.0,1206694.0,696210.0,654939.0,625715.0,10813948.0,423664.0,304681.0,696476.0,166373.0,67555.0,1185974.0,1371190.0,1088664.0,498825.0,264181.0,292524.0,361259.0,398721.0,210166.0,428971.0,436464.0,226990.0,1163758.0,251316.0,128172.0,169873.0,841549.0,2512190.0,298822.0,303797.0,880883.0,441193.0,378307.0,495592.0,179211.0,4855296.0,1721112.0,292941.0,411575.0,731865.0,348234.0,37091.0,388264.0,226518.0,625475.0,655465.0,463060.0,660132.0,700898.0,767410.0,4286640.0,1692375.0,780445.0,1281144.0,301279.0,570165.0,271505.0,310732.0,339756.0,359654.0,176574.0,763756.0,348995.0,150351.0,514380.0,278621.0,273709.0,650540.0,492137.0,414154.0,398232.0,3373421.0,375547.0,908782.0,886759.0,575653.0,218996.0,274916.0,3578623.0,956532.0,233661.0,500841.0,110811.0,287524.0,729437.0,1195903.0,1167969.0,607435.0,3472708.0,484707.0,696145.0,993851.0,43566.0,109795.0,184887.0,2917935.0,698905.0,1636782.0,700762.0,747694.0,731084.0,679701.0,355455.0,237103.0,240660.0,376545.0,281555.0,924202.0,1530925.0,636446.0,548040.0,524149.0,293677.0,622616.0,338669.0,636.0,459511.0,238545.0,420485.0,542247.0,913394.0,470109.0,151723.0,992042.0,123865.0,473932.0,316174.0,686895.0,543339.0,759289.0,320049.0,418777.0,433072.0,307764.0,2857910.0,931736.0,176338.0,851469.0,499754.0,178098.0,726340.0,156537.0,673956.0,779603.0,389088.0,368381.0,269670.0,7795804.0,444969.0,313107.0,64186.0,236912.0,3192080.0,277438.0,285087.0,399096.0,1134579.0,883148.0,874888.0,312140.0,912749.0,216528.0,1511320.0,81586.0,728907.0,1004082.0,162690.0,614970.0,202395.0,1806336.0,224697.0,411744.0,150296.0,1767765.0,65424.0,1804783.0,308581.0,346135.0,493918.0,229736.0,519227.0,671587.0,2431714.0,698249.0,637182.0,287958.0,367756.0,769958.0,376950.0,388231.0,530926.0,1014202.0,392130.0,251276.0,1949956.0,613029.0,251417.0,2225708.0,1169412.0,253750.0,409004.0,1636754.0,1039074.0,2669378.0,2020158.0,1051290.0,735243.0,519110.0,302351.0,1377709.0,234159.0,961739.0,259637.0,1812853.0,1216668.0,1190302.0,296596.0,579608.0,322753.0,499195.0,189628.0,1775372.0,699554.0,510141.0,622550.0,803687.0,180691.0,189225.0,2798719.0,1194083.0,1287550.0,448050.0,1352134.0,387173.0,939293.0,99833.0,3386448.0,147565.0,389405.0,286027.0,119183.0,638192.0,872868.0,379592.0,922416.0,749031.0,1237492.0,1964562.0,1559798.0,391917.0,3078315.0,1693186.0,423953.0,328490.0,53823.0,340230.0,639457.0,1425859.0,1227776.0,771927.0,1263576.0,764199.0,873335.0,2726169.0,547781.0,1399610.0,492529.0,2148599.0,939265.0,171578.0,2317529.0,1251032.0,315393.0,254392.0,3066470.0,202957.0,1155726.0,343523.0,1141473.0,637328.0,726525.0,473049.0,1591395.0,2549559.0,337390.0,377165.0,280749.0,1256576.0,427298.0,733893.0,299907.0,2246783.0,1730380.0,219700.0,1226729.0,994598.0,457947.0,635383.0,345725.0,1088717.0,1468864.0,3176711.0,606939.0,681096.0,1339155.0,649474.0,783150.0,936436.0,364749.0,117180.0,2220905.0,175503.0
C00037,153288.0,2749.0,3399.0,26087.0,5151.0,6566.0,182994.0,93960.0,6404.0,5718.0,5505.0,210461.0,4697.0,14096.0,22236.0,23126.0,16685.0,20323.0,14892.0,7172.0,17336.0,33109.0,24429.0,163454.0,14753.0,10063.0,4437.0,2934.0,2685.0,5592.0,30508.0,6714.0,6083.0,10427.0,187171.0,36974.0,5953.0,19193.0,4483.0,103822.0,11940.0,29591.0,74627.0,19526.0,6464.0,8515.0,5956.0,14591.0,9410.0,13684.0,22903.0,17072.0,86199.0,31693.0,9709.0,10655.0,10893.0,17216.0,2135.0,24675.0,3803.0,80591.0,3240.0,1261.0,16286.0,14954.0,7857.0,24914.0,17470.0,18454.0,9554.0,114086.0,1127.0,47816.0,35679.0,19083.0,16063.0,13176.0,30882.0,93048.0,48735.0,10019.0,14037.0,15985.0,7723.0,25514.0,8502.0,31787.0,68621.0,11107.0,36579.0,98855.0,315271.0,10223.0,22541.0,51692.0,6118.0,11112.0,21694.0,5212.0,13415.0,13777.0,9801.0,8743.0,8067.0,5780.0,81008.0,7449.0,21111.0,57404.0,6348.0,13580.0,16167.0,633.0,2210.0,642116.0,8724.0,27963.0,10392.0,7023.0,1185.0,3964.0,26638.0,4003.0,727.0,8527.0,8962.0,7047.0,279351.0,10444.0,19729.0,41915.0,33014.0,2012.0,12354.0,3816.0,13658.0,27906.0,40208.0,24865.0,152768.0,113276.0,8607.0,8323.0,38052.0,8198.0,1588.0,15504.0,8636.0,12184.0,29352.0,8525.0,42414.0,2754.0,3204.0,5001.0,30037.0,9663.0,1201.0,3771.0,28096.0,11995.0,507.0,1622.0,13212.0,7661.0,2548.0,8897.0,23052.0,11050.0,11651.0,11380.0,70927.0,11408.0,23321.0,21822.0,20232.0,13199.0,10307.0,98490.0,14386.0,13640.0,22966.0,9303.0,7294.0,2299.0,4897.0,20042.0,18194.0,3177.0,240.0,19712.0,21995.0,25440.0,70451.0,24889.0,15119.0,1937.0,1461.0,33775.0,368991.0,10782.0,2535.0,28153.0,3980.0,16474.0,30326.0,68174.0,17117.0,15076.0,24967.0,5066.0,5618.0,13543.0,13234.0,5169.0,12231.0,4003.0,18055.0,43098.0,20009.0,3257.0,18997.0,4631.0,43555.0,14115.0,75666.0,56311.0,26459.0,6101.0,5202.0,16093.0,24538.0,8885.0,17163.0,2967.0,8347.0,17536.0,23451.0,35126.0,15210.0,10018.0,77325.0,1400.0,19211.0,37123.0,7644.0,4033.0,8530.0,2627.0,9742.0,11923.0,94646.0,13571.0,3539.0,1603.0,153812.0,16515.0,618.0,3181.0,30251.0,292318.0,34614.0,20628.0,77866.0,8296.0,2563.0,18703.0,3084.0,22961.0,69868.0,7789.0,17794.0,34422.0,67605.0,4858.0,19836.0,22628.0,18758.0,13312.0,12984.0,14213.0,32452.0,9406.0,498761.0,75397.0,6815.0,25280.0,8492.0,35655.0,3299.0,15935.0,12699.0,11350.0,768.0,12280.0,5559.0,11889.0,19847.0,9206.0,236.0,24452.0,13177.0,20092.0,252840.0,107717.0,74581.0,21298.0,36292.0,7007.0,6988.0,23074.0,362245.0,28187.0,2500.0,36512.0,731.0,13739.0,15362.0,22351.0,62422.0,7582.0,433124.0,13180.0,24795.0,17056.0,2880.0,2664.0,3339.0,395001.0,1693.0,84286.0,33468.0,419.0,11829.0,133281.0,11549.0,5276.0,4024.0,14747.0,15341.0,51004.0,20830.0,35096.0,21492.0,29923.0,19916.0,5613.0,16543.0,4785.0,15281.0,2637.0,19327.0,4223.0,177170.0,19290.0,11333.0,12203.0,3245.0,13887.0,8440.0,40791.0,22239.0,31821.0,16239.0,14615.0,12130.0,13559.0,80379.0,53535.0,5161.0,14695.0,4500.0,7038.0,22972.0,5514.0,47336.0,14146.0,16020.0,3079.0,10468.0,144471.0,8434.0,2019.0,1132.0,12505.0,75024.0,5434.0,6579.0,3347.0,40354.0,515653.0,38403.0,13805.0,13032.0,5701.0,75119.0,10967.0,23561.0,23949.0,4591.0,22500.0,4309.0,193799.0,12723.0,12775.0,6973.0,20169.0,1852.0,67929.0,8311.0,21860.0,25120.0,14282.0,13442.0,11296.0,126313.0,409902.0,16234.0,9079.0,193965.0,25532.0,20724.0,1732.0,26562.0,31551.0,16065.0,17238.0,40044.0,13138.0,14690.0,76228.0,56290.0,8699.0,14744.0,21887.0,26887.0,43877.0,81148.0,39545.0,26903.0,9618.0,17539.0,48109.0,7356.0,27475.0,5578.0,75078.0,519766.0,28613.0,27098.0,2870.0,19342.0,3074.0,6036.0,53740.0,38760.0,16170.0,22712.0,25257.0,15068.0,34053.0,48981.0,15736.0,43766.0,4660.0,42341.0,9515.0,43936.0,4979.0,58133.0,538.0,35168.0,2997.0,10162.0,21567.0,16709.0,22070.0,440045.0,41075.0,47989.0,29101.0,38412.0,18788.0,85963.0,55378.0,7010.0,12439.0,971.0,12258.0,13949.0,104802.0,17652.0,22845.0,68170.0,13851.0,28245.0,39499.0,27257.0,31679.0,12108.0,62125.0,9863.0,7852.0,70313.0,55671.0,6491.0,9226.0,34211.0,15638.0,17643.0,3558.0,41397.0,26555.0,330434.0,13742.0,48609.0,49568.0,12897.0,3537.0,4151.0,30861.0,15287.0,14785.0,8544.0,63549.0,72055.0,6712.0,87189.0,24602.0,22014.0,15882.0,12816.0,29859.0,34941.0,79563.0,26879.0,19113.0,34797.0,42263.0,38296.0,25205.0,17629.0,2681.0,94972.0,2111.0
